vin,name,model_id,make_name,model_name,body_style,door_count,engine_cylinders,price,transmission,trim,year,normalized_color_exterior,normalized_color_interior
JH4CW2H68BC002126,Acura TSX,20000009,Acura,TSX,Wagon,4,0,11995,Automatic,Technology,2011,Gray,Black
JH4CU2F66CC002409,Acura TSX,20000009,Acura,TSX,Sedan,4,0,12495,Automatic,Technology,2012,Black,Gray
5J8TC1H39KL012563,Acura RDX,20000004,Acura,RDX,SUV,4,0,24998,Automatic,,2019,Black,Black
5J8YE1H0XNL037207,Acura MDX,20000002,Acura,MDX,SUV,4,0,40000,Automatic,A-Spec Package,2022,,
19UUA9F50CA000604,Acura TL,20000008,Acura,TL,Sedan,4,0,9995,Automatic,Technology,2012,Gray,Black
5J8TC1H51LL006713,Acura RDX,20000004,Acura,RDX,SUV,4,0,27900,Automatic,Technology Package,2020,Silver,Black
5J8TB3H33HL002408,Acura RDX,20000004,Acura,RDX,SUV,4,0,17299,Automatic,,2017,Black,Black
5J8TC1H67NL004816,Acura RDX,20000004,Acura,RDX,SUV,4,0,35498,Automatic,A-Spec,2022,White,
19UUB5F54MA012620,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32488,Automatic,A-Spec,2021,Black,Black
19UUB1F37LA007627,Acura TLX,20001152,Acura,TLX,Sedan,4,0,23897,Automatic,,2020,Silver,Black
5J8YD3H83LL000212,Acura MDX,20000002,Acura,MDX,SUV,4,0,30185,Automatic,3.5L w/Advance Package,2020,Gray,Black
19UUB5F30PA002542,Acura TLX,20001152,Acura,TLX,sedan,4,4,38495,Automatic,,2023,Modern Steel Metallic,ebony
19UUB1F30GA010164,Acura TLX,20001152,Acura,TLX,Sedan,4,0,18150,Automatic,,2016,White,Brown
5J8YD3H56LL007791,Acura MDX,20000002,Acura,MDX,SUV,4,0,26988,Automatic,3.5L w/Technology Package,2020,White,Black
5J8YD9H39NL002749,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,36499,Automatic,,2022,Blue,Beige
5J8TB3H5XHL013214,Acura RDX,20000004,Acura,RDX,SUV,4,0,16690,Automatic,Technology Package,2017,Silver,Black
19UDE4H68PA025009,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,28998,Automatic,A-Spec Technology,2023,White,Red
5J8YE1H41NL005040,Acura MDX,20000002,Acura,MDX,SUV,4,0,42995,Automatic,Technology Package,2022,Black,
5J8TC1H50ML015923,Acura RDX,20000004,Acura,RDX,SUV,4,0,31777,Automatic,Technology Package,2021,Gray,Black
5J8YE1H39PL026910,Acura MDX,20000002,Acura,MDX,SUV,4,0,42995,Automatic,,2023,White,Black
19UUB5F53MA014424,Acura TLX,20001152,Acura,TLX,Sedan,4,0,31336,Automatic,A-Spec,2021,Black,Red
19UUB1F51FA018161,Acura TLX,20001152,Acura,TLX,Sedan,4,0,13998,Automatic,Tech,2015,Gray,Gray
5J8TC1H67PL001854,Acura RDX,20000004,Acura,RDX,SUV,4,0,36031,Automatic,A-Spec,2023,Gray,Red
19UDE2F33LA004298,Acura ILX,20001064,Acura,ILX,Sedan,4,0,19328,Automatic,,2020,White,Black
19UNC1B08LY000108,Acura NSX,20000003,Acura,NSX,Coupe,2,0,154902,Automatic,,2020,Blue,
19UDE4H6XRA019652,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,35995,Automatic,A-Spec Technology,2024,White,Beige
19UUB1F35KA006572,Acura TLX,20001152,Acura,TLX,Sedan,4,0,15999,Automatic,,2019,Silver,Black
5J8YD3H55LL017342,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,30595,Automatic,3.5L w/Technology Package,2020,Gray,Black
5J8TC1H59ML012406,Acura RDX,20000004,Acura,RDX,SUV,4,0,31988,Automatic,Technology Package,2021,Silver,Black
19UNC1B00KY000151,Acura NSX,20000003,Acura,NSX,Coupe,2,0,126888,Automatic,,2019,Orange,Blue
5J8TC1H54ML010174,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,30000,Automatic,Technology Package,2021,Gray,Black
19UUB2F53HA002049,Acura TLX,20001152,Acura,TLX,Sedan,4,0,15995,Automatic,w/Technology Package,2017,Silver,Black
JH4CU26699C024073,Acura TSX,20000009,Acura,TSX,Sedan,4,0,9999,Automatic,(A5),2009,Blue,Gray
2HNYD2H38CH520023,Acura MDX,20000002,Acura,MDX,SUV,4,0,10995,Automatic,3.7L Technology,2012,Black,Black
5J8YD3H50LL011965,Acura MDX,20000002,Acura,MDX,SUV,4,0,33885,Automatic,3.5L,2020,Black,Black
5J8TC1H53ML009839,Acura RDX,20000004,Acura,RDX,SUV,4,0,30895,Automatic,Technology Package,2021,Silver,Black
5J8YE1H35NL002844,Acura MDX,20000002,Acura,MDX,SUV,4,0,33995,Automatic,,2022,Black,Brown
5J8TC1H3XML005740,Acura RDX,20000004,Acura,RDX,SUV,4,0,28995,Automatic,,2021,,
5J8TB3H71HL024605,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,18885,Automatic,Advance Package,2017,Black,Black
5J8TC1H67LL016736,Acura RDX,20000004,Acura,RDX,SUV,4,0,30990,Automatic,A-Spec,2020,Blue,Black
5FRYD3H31HB002729,Acura MDX,20000002,Acura,MDX,SUV,4,0,21466,Automatic,3.5L,2017,Silver,Black
5J8TC2H64ML039382,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,35991,Automatic,A-Spec,2021,,
5FRYD4H95HB007488,Acura MDX,20000002,Acura,MDX,SUV,4,0,22498,Automatic,3.5L w/Advance &amp; Entertainment Pkgs,2017,White,Beige
19UDE4H68RA016068,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,34688,Automatic,A-Spec Technology,2024,Silver,Gray
5J8TC1H5XLL005088,Acura RDX,20000004,Acura,RDX,SUV,4,0,26488,Automatic,Technology Package,2020,White,Black
5J8TC1H36ML011129,Acura RDX,20000004,Acura,RDX,SUV,4,0,26100,Automatic,,2021,Silver,Black
5J8YE1H02PL020226,Acura MDX,20000002,Acura,MDX,SUV,4,0,47788,Automatic,A-Spec,2023,,Red
JH4NA1156MT001434,Acura NSX,20000003,Acura,NSX,,2,0,139995,Manual,,1991,Red,Black
5J8TC1H77ML014527,Acura RDX,20000004,Acura,RDX,SUV,4,0,38395,Automatic,Advance Package,2021,Gray,Black
19UUB5F63MA000659,Acura TLX,20001152,Acura,TLX,Sedan,4,0,36558,Automatic,,2021,Gray,Black
19UUB1F52HA007656,Acura TLX,20001152,Acura,TLX,Sedan,4,0,14488,Automatic,w/Technology Package,2017,Black,Black
2HNYDH62BH545671,Acura MDX,20000002,Acura,MDX,SUV,0,0,10990,Automatic,3.7L Technology,2011,Gray,Beige
19UUB5F33MA004782,Acura TLX,20001152,Acura,TLX,Sedan,4,0,27995,Automatic,,2021,Silver,Black
19UDE2F39MA003691,Acura ILX,20001064,Acura,ILX,Sedan,4,0,23607,Automatic,,2021,White,Black
19UNC1B05NY000165,Acura NSX,20000003,Acura,NSX,Coupe,2,0,350000,Manual,,2022,,
19UUA75577A019694,Acura TL,20000008,Acura,TL,Sedan,4,0,24995,Manual,Type S w/Navigation,2007,Black,Black
5FRYD4H84HB031885,Acura MDX,20000002,Acura,MDX,SUV,4,0,18888,Automatic,3.5L w/Advance Package,2017,White,Black
19UDE2F31MA002714,Acura ILX,20001064,Acura,ILX,Sedan,4,0,24894,Automatic,,2021,White,Black
19UDE2F75NA001389,Acura ILX,20001064,Acura,ILX,Sedan,4,0,26895,Automatic,Premium Package,2022,Black,
5J8YD9H48NL009605,Acura MDX,20000002,Acura,MDX,SUV,4,0,35998,Automatic,Technology,2022,Black,Black
JH4NA1152NT000704,Acura NSX,20000003,Acura,NSX,Coupe,2,0,59950,Manual,,1992,Black,
JH4CU2F60CC007329,Acura TSX,20000009,Acura,TSX,,4,0,12995,Automatic,Technology,2012,Red,Beige
5J8YE1H85NL014617,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,45995,Automatic,Advance,2022,Black,Black
19UUB2F37GA008255,Acura TLX,20001152,Acura,TLX,Sedan,4,0,23988,Automatic,V6,2016,Black,Gray
5J8TC1H67PL001904,Acura RDX,20000004,Acura,RDX,SUV,4,0,39107,Automatic,,2023,,
2HNYD2H39CH526204,Acura MDX,20000002,Acura,MDX,SUV,4,0,14599,Automatic,3.7L Technology,2012,Gray,Beige
5J8TC1H61PL005544,Acura RDX,20000004,Acura,RDX,SUV,4,0,41788,Automatic,A-Spec,2023,White,Black
19UUB3F77HA001395,Acura TLX,20001152,Acura,TLX,Sedan,4,0,17999,Automatic,V6 w/Advance Package,2017,Black,Black
5J8TC1H31ML016853,Acura RDX,20000004,Acura,RDX,SUV,4,0,22938,Automatic,,2021,Gray,Black
19UDE4H60RA017957,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,35995,Automatic,A-Spec Technology,2024,Gray,Black
5J8TB3H72JL005468,Acura RDX,20000004,Acura,RDX,SUV,4,0,22161,Automatic,Advance Package,2018,White,Beige
5J8TC2H72ML038658,Acura RDX,20000004,Acura,RDX,SUV,4,0,35626,Automatic,Advance Package,2021,Gray,Black
JH4CU4F4XDCOOOO13,Acura TSX,20000009,Acura,TSX,Sedan,4,0,9999,Automatic,Technology,2013,Gray,Black
2HNYD2H72BH502117,Acura MDX,20000002,Acura,MDX,,4,0,12499,Automatic,3.7L,2011,White,Beige
5J8YD9H4XNL000968,Acura MDX,20000002,Acura,MDX,SUV,4,0,39128,Automatic,Technology,2022,,
19UUB1F33LA017152,Acura TLX,20001152,Acura,TLX,Sedan,4,0,21500,Automatic,,2020,Gray,Gray
5J8TC1H50KL022805,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,25299,Automatic,Technology Package,2019,Red,Beige
19UUB5F44MA002970,Acura TLX,20001152,Acura,TLX,Sedan,4,0,26998,Automatic,Technology,2021,,
5J8YD3H81LL004615,Acura MDX,20000002,Acura,MDX,Passenger Van,4,0,32500,Automatic,3.5L,2020,White,Black
JH4CL96807C011108,Acura TSX,20000009,Acura,TSX,,4,0,9795,Automatic,,2007,,
19UUB5F55MA012741,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32785,Automatic,A-Spec,2021,Gray,Black
19UUB2F34FA003108,Acura TLX,20001152,Acura,TLX,Sedan,4,0,17495,Automatic,V6,2015,Gray,Gray
5J8YD3H8XLL007903,Acura MDX,20000002,Acura,MDX,SUV,4,0,31990,Automatic,3.5L,2020,White,Beige
19UUA8F2XDA000532,Acura TL,20000008,Acura,TL,Sedan,4,0,11995,Automatic,3.5,2013,White,
5J8TB4H39EL012071,Acura RDX,20000004,Acura,RDX,SUV,4,0,12888,Automatic,,2014,Gray,Black
5J8TC1H30ML005679,Acura RDX,20000004,Acura,RDX,SUV,4,0,22500,Automatic,,2021,,
19UUB5F32MA001467,Acura TLX,20001152,Acura,TLX,Sedan,4,0,27631,Automatic,,2021,Silver,Black
5J8YD3H37JL008993,Acura MDX,20000002,Acura,MDX,SUV,4,0,23081,Automatic,3.5L,2018,Gray,Black
19UUB2F55JA003919,Acura TLX,20001152,Acura,TLX,Sedan,4,0,12999,Automatic,Technology,2018,Black,Black
5J8TC1H3XML018083,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,29998,Automatic,,2021,Red,Beige
19UUB5F62MA009725,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32888,Automatic,Advance,2021,Red,Black
5J8YE1H89PL010881,Acura MDX,20000002,Acura,MDX,SUV,4,0,48991,Automatic,Advance,2023,Black,Black
5J8YD3H36LL002203,Acura MDX,20000002,Acura,MDX,SUV,4,0,24495,Automatic,3.5L,2020,Gray,
19UUA8F53AA000684,Acura TL,20000008,Acura,TL,Sedan,4,0,13999,Automatic,Technology,2010,Gray,Black
5J8YD9H34NL004120,Acura MDX,20000002,Acura,MDX,SUV,4,0,27000,Automatic,,2022,White,
2HNYD18966H528267,Acura MDX,20000002,Acura,MDX,SUV,4,0,6222,Automatic,Touring,2006,,
5J8YD3H39LL013910,Acura MDX,20000002,Acura,MDX,SUV,4,0,26998,Automatic,3.5L,2020,White,Beige
19UDE2F82LA011903,Acura ILX,20001064,Acura,ILX,Sedan,4,0,27990,Automatic,Premium &amp; A-SPEC Packages,2020,Black,Black
5FRYD3H20GB007488,Acura MDX,20000002,Acura,MDX,SUV,4,0,16999,Automatic,,2016,Gray,Black
JH4CU2F63DC011425,Acura TSX,20000009,Acura,TSX,Sedan,4,0,15991,Automatic,Technology,2013,Black,Black
5FRYD3H48GB020037,Acura MDX,20000002,Acura,MDX,SUV,4,0,18988,Automatic,3.5L w/Technology Package,2016,Green,Black
5J8YD4H53JL028438,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,27999,Automatic,3.5L w/Technology Package,2018,Gray,Black
19UUB1F51LA010086,Acura TLX,20001152,Acura,TLX,Sedan,4,0,18245,Automatic,Technology,2020,Blue,Black
5J8YE1H09NL005123,Acura MDX,20000002,Acura,MDX,SUV,4,0,41498,Automatic,A-Spec,2022,Blue,Black
19UDE4G77PA003478,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,30995,Manual,w/A-Spec Tech Package,2023,White,Gray
5J8TC2H65ML036023,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,32500,Automatic,A-Spec,2021,Black,Red
19UDE2F86MA008990,Acura ILX,20001064,Acura,ILX,Sedan,4,0,31495,Automatic,TECHNOLOGY&amp;A-SPEC PACKAGES,2021,Black,Red
19UUB2F71JA010304,Acura TLX,20001152,Acura,TLX,Sedan,4,0,25888,Automatic,V6 Advance,2018,White,Black
5J8TC1H61ML010481,Acura RDX,20000004,Acura,RDX,SUV,4,0,34999,Automatic,A-Spec,2021,Blue,
5J8TC2H62NL006947,Acura RDX,20000004,Acura,RDX,SUV,4,0,36991,Automatic,A-Spec Package,2022,Gray,Black
19UUB5F56MA001988,Acura TLX,20001152,Acura,TLX,Sedan,4,0,31999,Automatic,A-Spec,2021,White,Red
19UDE4H60PA011072,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,27905,Automatic,A-Spec Technology,2023,Blue,Beige
19UDE4H37RA013345,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,32488,Automatic,A-Spec,2024,Silver,Gray
5J8TB3H31JL005913,Acura RDX,20000004,Acura,RDX,SUV,4,0,16988,Automatic,,2018,Black,Black
19UDE2F80MA009844,Acura ILX,20001064,Acura,ILX,Sedan,4,0,26864,Automatic,Premium &amp; A-SPEC Packages,2021,Black,
5FRYD3H47GB001897,Acura MDX,20000002,Acura,MDX,SUV,4,0,13998,Automatic,3.5L w/Technology Package,2016,Blue,Beige
5J8TC2H86NL004815,Acura RDX,20000004,Acura,RDX,SUV,4,0,39311,Automatic,A-Spec Advance Package,2022,Blue,
19UDE2F87MA004494,Acura ILX,20001064,Acura,ILX,Sedan,4,0,25689,Automatic,,2021,Blue,Black
19UUB2F54FA014059,Acura TLX,20001152,Acura,TLX,Sedan,4,0,17893,Automatic,V6 Tech,2015,Gray,Black
19UDE2F71JA008799,Acura ILX,20001064,Acura,ILX,Sedan,4,0,17500,Automatic,Premium Package,2018,Silver,
5J8TB3H55HL013105,Acura RDX,20000004,Acura,RDX,SUV,4,0,20895,Automatic,.,2017,Silver,Gray
19UUB5F47MA005779,Acura TLX,20001152,Acura,TLX,Sedan,4,0,30995,Automatic,Technology,2021,Black,Black
5J8YD3H36LL017056,Acura MDX,20000002,Acura,MDX,SUV,4,0,25138,Automatic,3.5L,2020,,Black
19UUB1F31KA009808,Acura TLX,20001152,Acura,TLX,Sedan,4,0,21500,Automatic,,2019,Gray,Gray
JH4CU2F69CC003540,Acura TSX,20000009,Acura,TSX,Sedan,4,0,10495,Automatic,Technology,2012,,
5J8TC2H64ML016068,Acura RDX,20000004,Acura,RDX,SUV,4,0,30999,Automatic,A-Spec,2021,Black,Black
5J8TC1H71ML003460,Acura RDX,20000004,Acura,RDX,SUV,4,0,35795,Automatic,Advance Package,2021,Black,Black
5J8YD4H50LL040937,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,29995,Automatic,3.5L w/Technology Package,2020,Silver,Black
5J8TC1H79LL011255,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,29344,Automatic,Advance Package,2020,White,Beige
JH4CU2F61BC018306,Acura TSX,20000009,Acura,TSX,Sedan,4,0,12990,Automatic,2.4,2011,Blue,Black
19UDE2F36MA000022,Acura ILX,20001064,Acura,ILX,Sedan,4,0,21495,Automatic,,2021,Silver,Black
19UUA865X9A012472,Acura TL,20000008,Acura,TL,Sedan,4,0,10850,Automatic,Technology,2009,Gray,Black
5J8TC1H6XNL003448,Acura RDX,20000004,Acura,RDX,SUV,4,0,36988,Automatic,A-Spec,2022,Silver,Black
5J8TC1H32KL023856,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,26988,Automatic,,2019,Gray,Black
19UUB2F31JA007836,Acura TLX,20001152,Acura,TLX,Sedan,4,0,16999,Automatic,,2018,Silver,Black
19UUA8F24DA010084,Acura TL,20000008,Acura,TL,Sedan,4,0,10990,Automatic,3.5,2013,White,Beige
5J8TB3H38HL011878,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,24924,Automatic,,2017,Silver,
19UUB2F31GA006629,Acura TLX,20001152,Acura,TLX,Sedan,4,0,15495,Automatic,V6,2016,Gray,Black
19UDE2F89MA005193,Acura ILX,20001064,Acura,ILX,Sedan,4,0,25999,Automatic,Premium &amp; A-SPEC Packages,2021,White,
19UUB6F54PA004253,Acura TLX,20001152,Acura,TLX,Sedan,4,0,39500,Automatic,A-Spec,2023,Blue,Black
5J8YE1H88PL005834,Acura MDX,20000002,Acura,MDX,SUV,4,0,47699,Automatic,Advance,2023,Black,Black
5J8TB3H39FL017461,Acura RDX,20000004,Acura,RDX,SUV,4,0,14995,Automatic,,2015,Silver,
5J8TC1H68KL001340,Acura RDX,20000004,Acura,RDX,SUV,4,0,23972,Automatic,A-Spec,2019,Red,Black
19UDE2F31HA012200,Acura ILX,20001064,Acura,ILX,Sedan,4,0,13500,Automatic,AcuraWatch Plus Package,2017,Red,Beige
19UDE4H68PA011773,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,29748,Automatic,A-Spec Technology,2023,White,Red
5J8TC1H60LL014441,Acura RDX,20000004,Acura,RDX,SUV,4,0,29988,Automatic,A-Spec,2020,Black,Black
5J8YE1H43PL023851,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,46595,Automatic,Technology,2023,Black,Beige
19UUB5F46MA009435,Acura TLX,20001152,Acura,TLX,Sedan,4,0,29295,Automatic,Technology,2021,White,Beige
19VDE1F38DE021078,Acura ILX,20001064,Acura,ILX,Sedan,4,0,10495,Automatic,2.0L,2013,Silver,Black
5J8TB3H37FL003493,Acura RDX,20000004,Acura,RDX,SUV,4,0,13995,Automatic,,2015,Black,Black
2HNYB1H49BH500130,Acura ZDX,20000918,Acura,ZDX,SUV,4,0,16995,Automatic,Sport Utility 4D,2011,Gray,Black
19UUB5F5XMA014596,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32295,Automatic,A-Spec,2021,Blue,Black
5J8YD4H58LL043360,Acura MDX,20000002,Acura,MDX,SUV,4,0,31592,Automatic,3.5L w/Technology Package,2020,Gray,Brown
19UNC1B01LY000015,Acura NSX,20000003,Acura,NSX,Coupe,2,0,169995,Automatic,,2020,Orange,Black
2HNYD28857H502595,Acura MDX,20000002,Acura,MDX,,4,0,7999,Automatic,Sport,2007,Blue,Black
19UUB2F71FA024792,Acura TLX,20001152,Acura,TLX,Sedan,4,0,15498,Automatic,V6 Advance,2015,White,Black
19UUB1F55JA000495,Acura TLX,20001152,Acura,TLX,Sedan,4,0,21789,Automatic,Technology,2018,Red,Gray
19UUB1F33LA017153,Acura TLX,20001152,Acura,TLX,Sedan,4,0,21500,Automatic,,2020,Gray,Gray
JH4NA1181TT000152,Acura NSX,20000003,Acura,NSX,Coupe,2,0,97985,Manual,T,1996,Black,Black
19UDE2F79NA000164,Acura ILX,20001064,Acura,ILX,Sedan,4,0,24797,Automatic,Premium Package,2022,White,
19UUB5F58MA013785,Acura TLX,20001152,Acura,TLX,Sedan,4,0,33995,Automatic,A-Spec,2021,Gray,Red
19UUB5F34MA005410,Acura TLX,20001152,Acura,TLX,Sedan,4,0,27995,Automatic,,2021,Black,Black
5J8YD4H56JL016347,Acura MDX,20000002,Acura,MDX,SUV,4,0,24500,Automatic,3.5L w/Technology Package,2018,,
19UUB2F53HA006134,Acura TLX,20001152,Acura,TLX,,4,0,19995,Automatic,V6 w/Technology Package,2017,Gray,Black
5J8TC1H77ML015029,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,39995,Automatic,Advance Package,2021,Blue,Gray
19UDE4H61PA013557,Acura Integra,20000001,Acura,Integra,Hatchback,4,0,31490,Automatic,A-Spec Technology,2023,Blue,Beige
19UUB6F64MA000773,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32898,Automatic,Advance,2021,Black,Gray
5FRYD3H4XGB004762,Acura MDX,20000002,Acura,MDX,SUV,4,0,14550,Automatic,3.5L,2016,Gray,Black
19UUB5F54PA003131,Acura TLX,20001152,Acura,TLX,Sedan,4,0,35888,Automatic,A-Spec,2023,White,Black
19UUA76557A011514,Acura TL,20000008,Acura,TL,Sedan,4,0,9999,Automatic,Type S,2007,Silver,Beige
19UUA8F23AA003378,Acura TL,20000008,Acura,TL,Sedan,4,0,8990,Automatic,3.5,2010,Gray,Black
5J8TB4H53FL022680,Acura RDX,20000004,Acura,RDX,SUV,4,0,15498,Automatic,Technology Package,2015,Black,Beige
19UUB5F52NA002136,Acura TLX,20001152,Acura,TLX,Sedan,4,0,32588,Automatic,A-Spec,2022,Gray,Red
5J8TB4H5XDL009129,Acura RDX,20000004,Acura,RDX,,4,0,14990,Automatic,Technology,2013,,
19UUB1F57LA001327,Acura TLX,20001152,Acura,TLX,Sedan,4,0,24000,Automatic,Technology,2020,Black,Black
5J8YD9H35NL004787,Acura MDX,20000002,Acura,MDX,SUV,4,0,31900,Automatic,,2022,Black,Black
2HNYD2H87CH529534,Acura MDX,20000002,Acura,MDX,SUV,4,0,11497,Automatic,3.7L,2012,Silver,Beige
JH4KB2F66CC000001,Acura RL,20000005,Acura,RL,Sedan,4,0,14995,Automatic,Technology,2012,Black,
5J8TC2H73ML021920,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,33995,Automatic,Advance Package,2021,Blue,Gray
19UDE2F36GA017956,Acura ILX,20001064,Acura,ILX,Sedan,4,0,14988,Automatic,2.4L,2016,Gray,Black
5J8TC2H64ML031377,Acura RDX,20000004,Acura,RDX,SUV,4,0,35995,Automatic,A-Spec,2021,Gray,Red
2HNYD28679H526253,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,0,Automatic,Technology,2009,,
19UUB6F6XMA007386,Acura TLX,20001152,Acura,TLX,Sedan,4,0,33995,Automatic,Advance,2021,White,Beige
19UDE2F30LA007482,Acura ILX,20001064,Acura,ILX,Sedan,4,0,22463,Automatic,,2020,White,Black
5J8TC2H6XML003809,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,30895,Automatic,w/A-Spec Package,2021,Lunar Silver Metallic,Ebony
19VDE1F76DE010535,Acura ILX,20001064,Acura,ILX,4dr Car,4,0,8995,Manual,Tech Pkg,2013,Silver,Black
5FRYD3H94GB006826,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,16477,Automatic,w/Advance,2016,White,GREEN
5FRYD3H42GB020079,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,15991,Automatic,w/Tech,2016,Gray,BLACK
19UUB3F89KA003410,Acura TLX,20001152,Acura,TLX,4dr Car,4,0,29998,Automatic,w/Advance Pkg,2019,San Marino Red,Parchment
5FRYD3H47EB015750,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,14477,Automatic,Tech Pkg,2014,Gray,Gray
5J8YD3H5XKL009882,Acura MDX,20000002,Acura,MDX,,4,0,30995,Automatic,Tech Pkg,2019,Canyon Bronze Metallic,
5J8YE1H85NL018070,Acura MDX,20000002,Acura,MDX,,4,0,41991,Automatic,Advance Package,2022,,
5FRYD3H51HB009178,Acura MDX,20000002,Acura,MDX,Sport Utility,4,0,21995,Automatic,w/Technology Package,2017,,
19UDE2F85MA004476,Acura ILX,20001064,Acura,ILX,,4,0,23998,Automatic,Sedan w/Premium/A-SPEC Package,2021,APEX BLUE,BLACK
5J8TC1H65KL006690,Acura RDX,20000004,Acura,RDX,Sport Utility,4,0,27995,Automatic,A-Spec,2019,,
5J8YD4H01LL029658,Acura MDX,20000002,Acura,MDX,4 Door SUV,4,0,34995,Automatic,3.5 Technology w/ A-Spec,2020,,
19UUB7F96NA001506,Acura TLX,20001152,Acura,TLX,4 Door Sedan,4,0,43000,Automatic,Type S,2022,,
ZASPAKBN5L7C91128,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,SUV,4,0,26995,Automatic,Ti Sport,2020,White,Black
ZASPAJAN0K7C35804,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,Sport Utility,4,0,20995,Automatic,,2019,White,Red
ZARFAMAN5N7656272,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,23423,Automatic,,2022,Black,Black
ZARFAMAN6K7619971,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,22991,Automatic,,2019,Black,Black
ZARFAMBN2M7643766,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,27500,Automatic,Ti,2021,Blue,Black
ZARFAMBN4M7649729,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,27800,Automatic,Ti,2021,White,Black
ZARFANBN2P7670766,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,34990,Automatic,Veloce AWD,2023,Red,Red
ZARFAMANXL7636404,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,22999,Automatic,,2020,White,Red
ZARFANANXK7607151,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,19990,Automatic,Sport,2019,Gray,Black
ZARFAMAN9M7643717,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,24650,Automatic,,2021,White,Red
ZASPAJAN9N7D30074,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,SUV,4,0,27999,Automatic,Sprint,2022,Red,Black
ZASPAKBN5P7D51172,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,SUV,4,0,38998,Automatic,Veloce AWD,2023,Blue,Black
ZARFANBN3N7659224,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,23875,Automatic,Ti,2022,Black,Black
ZASPAKBN3M7D11216,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,Sport Utility,4,0,28400,Automatic,Ti,2021,White,Beige
ZARFAMBN7N7665831,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,33991,Automatic,Ti,2022,Black,Black
ZASPAKBN3N7D39583,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,SUV,4,0,34991,Automatic,Ti,2022,White,Black
16696,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Convertible,2,0,26500,Manual,,1963,Silver,
17593,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,,2,0,19950,Manual,Spider,1967,White,
ZASPAKBN0N7D39525,Alfa Romeo Stelvio,20001394,Alfa Romeo,Stelvio,SUV,4,0,34991,Automatic,Ti,2022,Gray,Black
ZARFAMBN0P7668525,Alfa Romeo Giulia,20000969,Alfa Romeo,Giulia,Sedan,4,0,35500,Automatic,Veloce,2023,Black,Black
